case_name,state_label,hamiltonian_file,output_file,schedule_file,shots,exact_noisy,deviation_noisy,num_groups
rand_H_3_W,W,/Users/bujiaowu/Documents/program/symmetry_state_photons/new_datas_afterJun18_2/preprocessing/rand_H/rand_H_3.txt,/Users/bujiaowu/Documents/program/symmetry_state_photons/new_datas_afterJun18_2/postprocessing/test_outputs/experimental_outputs_actual/data_rhoH/haozhaowu_outputs_W/Derandomizationrand_H_counts_3.txt,/Users/bujiaowu/Documents/program/symmetry_state_photons/new_datas_afterJun18/meas/Derandomizationrand_H_3_25848.txt,25848,0.021099485681452795,0.0022182917185239715,20
rand_H_3_W,W,/Users/bujiaowu/Documents/program/symmetry_state_photons/new_datas_afterJun18_2/preprocessing/rand_H/rand_H_3.txt,/Users/bujiaowu/Documents/program/symmetry_state_photons/new_datas_afterJun18_2/postprocessing/test_outputs/experimental_outputs_actual/data_rhoH/haozhaowu_outputs_W/AdaptivePaulisrand_H_counts_3.txt,/Users/bujiaowu/Documents/program/symmetry_state_photons/new_datas_afterJun18/meas/AdaptivePaulisrand_H_3_12.txt,12,0.021099485681452795,0.03367982600081737,20
rand_H_3_W,W,/Users/bujiaowu/Documents/program/symmetry_state_photons/new_datas_afterJun18_2/preprocessing/rand_H/rand_H_3.txt,/Users/bujiaowu/Documents/program/symmetry_state_photons/new_datas_afterJun18_2/postprocessing/test_outputs/experimental_outputs_actual/data_rhoH/haozhaowu_outputs_W/AdaptivePaulisrand_H_counts_3.txt,/Users/bujiaowu/Documents/program/symmetry_state_photons/new_datas_afterJun18/meas/AdaptivePaulisrand_H_3_45.txt,45,0.021099485681452795,0.039194805939027355,20
rand_H_3_W,W,/Users/bujiaowu/Documents/program/symmetry_state_photons/new_datas_afterJun18_2/preprocessing/rand_H/rand_H_3.txt,/Users/bujiaowu/Documents/program/symmetry_state_photons/new_datas_afterJun18_2/postprocessing/test_outputs/experimental_outputs_actual/data_rhoH/haozhaowu_outputs_W/AdaptivePaulisrand_H_counts_3.txt,/Users/bujiaowu/Documents/program/symmetry_state_photons/new_datas_afterJun18/meas/AdaptivePaulisrand_H_3_160.txt,160,0.021099485681452795,0.021699819837999852,20
rand_H_3_W,W,/Users/bujiaowu/Documents/program/symmetry_state_photons/new_datas_afterJun18_2/preprocessing/rand_H/rand_H_3.txt,/Users/bujiaowu/Documents/program/symmetry_state_photons/new_datas_afterJun18_2/postprocessing/test_outputs/experimental_outputs_actual/data_rhoH/haozhaowu_outputs_W/AdaptivePaulisrand_H_counts_3.txt,/Users/bujiaowu/Documents/program/symmetry_state_photons/new_datas_afterJun18/meas/AdaptivePaulisrand_H_3_572.txt,572,0.021099485681452795,0.01100213649561586,20
rand_H_3_W,W,/Users/bujiaowu/Documents/program/symmetry_state_photons/new_datas_afterJun18_2/preprocessing/rand_H/rand_H_3.txt,/Users/bujiaowu/Documents/program/symmetry_state_photons/new_datas_afterJun18_2/postprocessing/test_outputs/experimental_outputs_actual/data_rhoH/haozhaowu_outputs_W/AdaptivePaulisrand_H_counts_3.txt,/Users/bujiaowu/Documents/program/symmetry_state_photons/new_datas_afterJun18/meas/AdaptivePaulisrand_H_3_2038.txt,2038,0.021099485681452795,0.006151458702646816,20
rand_H_3_W,W,/Users/bujiaowu/Documents/program/symmetry_state_photons/new_datas_afterJun18_2/preprocessing/rand_H/rand_H_3.txt,/Users/bujiaowu/Documents/program/symmetry_state_photons/new_datas_afterJun18_2/postprocessing/test_outputs/experimental_outputs_actual/data_rhoH/haozhaowu_outputs_W/AdaptivePaulisrand_H_counts_3.txt,/Users/bujiaowu/Documents/program/symmetry_state_photons/new_datas_afterJun18/meas/AdaptivePaulisrand_H_3_7259.txt,7259,0.021099485681452795,0.0028544427711457696,20
rand_H_3_W,W,/Users/bujiaowu/Documents/program/symmetry_state_photons/new_datas_afterJun18_2/preprocessing/rand_H/rand_H_3.txt,/Users/bujiaowu/Documents/program/symmetry_state_photons/new_datas_afterJun18_2/postprocessing/test_outputs/experimental_outputs_actual/data_rhoH/haozhaowu_outputs_W/AdaptivePaulisrand_H_counts_3.txt,/Users/bujiaowu/Documents/program/symmetry_state_photons/new_datas_afterJun18/meas/AdaptivePaulisrand_H_3_25848.txt,25848,0.021099485681452795,0.0017967582809611208,20
rand_H_3_W,W,/Users/bujiaowu/Documents/program/symmetry_state_photons/new_datas_afterJun18_2/preprocessing/rand_H/rand_H_3.txt,/Users/bujiaowu/Documents/program/symmetry_state_photons/new_datas_afterJun18_2/postprocessing/test_outputs/experimental_outputs_actual/data_rhoH/haozhaowu_outputs_W/OGM_rand_H_counts_3.txt,/Users/bujiaowu/Documents/program/symmetry_state_photons/new_datas_afterJun18/postprocessing/test_outputs/fig3_noiseless/generated_meas/OGM_rand_H_3_12.txt,12,0.021099485681452795,0.0443092437197079,20
rand_H_3_W,W,/Users/bujiaowu/Documents/program/symmetry_state_photons/new_datas_afterJun18_2/preprocessing/rand_H/rand_H_3.txt,/Users/bujiaowu/Documents/program/symmetry_state_photons/new_datas_afterJun18_2/postprocessing/test_outputs/experimental_outputs_actual/data_rhoH/haozhaowu_outputs_W/OGM_rand_H_counts_3.txt,/Users/bujiaowu/Documents/program/symmetry_state_photons/new_datas_afterJun18/postprocessing/test_outputs/fig3_noiseless/generated_meas/OGM_rand_H_3_45.txt,45,0.021099485681452795,0.030463563752798146,20
