panel,state,observable,method,shots,reference,rmse,rmse_recomputed,rmse_rounding_delta,mean_estimate,std_estimate,repeats,source_file,source_row
b,GHZ,random_H_3,Compact,160,0.065967,0.009437,0.00943694657185257,5.342814742882729e-08,0.061919100000000005,0.00852469742512894,20,data_rhoH/haozhaowu_outputs_GHZ/OGM_sym_rand_H_counts_3.txt,3
b,GHZ,random_H_3,Compact,572,0.065967,0.004592,0.004592245333167644,2.453331676439269e-07,0.0650697,0.004503728445410537,20,data_rhoH/haozhaowu_outputs_GHZ/OGM_sym_rand_H_counts_3.txt,4
b,GHZ,random_H_3,Compact,1000,0.065967,0.003693,0.0036931688426065767,1.6884260657656913e-07,0.0658793,0.003692127409773395,20,data_rhoH/haozhaowu_outputs_GHZ/OGM_sym_rand_H_counts_3.txt,5
b,GHZ,random_H_3,Compact,2038,0.065967,0.003325,0.003325403847655199,4.038476551990189e-07,0.06497915,0.0031752894557032126,20,data_rhoH/haozhaowu_outputs_GHZ/OGM_sym_rand_H_counts_3.txt,6
b,GHZ,random_H_3,Compact,7259,0.065967,0.001845,0.0018447993386815824,2.0066131841767545e-07,0.0660415,0.0018432944284622582,20,data_rhoH/haozhaowu_outputs_GHZ/OGM_sym_rand_H_counts_3.txt,7
b,GHZ,random_H_3,Compact,25848,0.065967,0.000782,0.0007822599312249091,2.5993122490909973e-07,0.0658146,0.0007672710342506099,20,data_rhoH/haozhaowu_outputs_GHZ/OGM_sym_rand_H_counts_3.txt,8
c,W,spin_H_4,SG,12,0.0,0.646151,0.6461513154069641,3.154069641020385e-07,-0.16593555,0.6244813172932778,20,data_rhoH/haozhaowu_outputs_W/ShadowGroupingH_counts_4.txt,1
c,W,spin_H_4,SG,45,0.0,0.502423,0.5024233199410135,3.199410135712455e-07,-0.07929655,0.4961262435899229,20,data_rhoH/haozhaowu_outputs_W/ShadowGroupingH_counts_4.txt,2
c,W,spin_H_4,SG,160,0.0,0.277959,0.2779592928912433,2.9289124331421945e-07,0.030545300000000004,0.2762758642236234,20,data_rhoH/haozhaowu_outputs_W/ShadowGroupingH_counts_4.txt,3
c,W,spin_H_4,SG,572,0.0,0.144472,0.14447224929463098,2.492946309939903e-07,0.01201805,0.1439715155523741,20,data_rhoH/haozhaowu_outputs_W/ShadowGroupingH_counts_4.txt,4
