case_name,state_label,method,shots,stored_exact,noisy_exact,stored_deviation,noisy_deviation,num_groups,variance_source,variance_single_shot,variance_T_shots,std_T_shots
H_swap_3_GHZ,GHZ,SG,1000,0.01152190197,0.011521901970373342,0.179565478629,0.17956547862864608,20,empirical_schedule,30.55081659057071,0.030550816590570712,0.1747879188919266
H_swap_3_GHZ,GHZ,SG,2038,0.01152190197,0.011521901970373342,0.126964582909,0.12696458290918955,20,empirical_schedule,30.54941991718942,0.014989901823939854,0.12243325456729415
H_swap_3_GHZ,GHZ,SG,7259,0.01152190197,0.011521901970373342,0.086276886928,0.08627688692821074,20,empirical_schedule,30.54168473303042,0.004207423162009977,0.06486465263924548
H_swap_3_GHZ,GHZ,Derand,12,0.01152190197,0.011521901970373342,0.47347216571,0.47347216570980133,20,empirical_schedule,4.546543876241054,0.37887865635342116,0.6155311985215869
H_swap_3_GHZ,GHZ,Derand,45,0.01152190197,0.011521901970373342,0.46336359041,0.4633635904101703,20,empirical_schedule,18.37342461043419,0.4082983246763153,0.6389822569338802
H_swap_3_GHZ,GHZ,Derand,160,0.01152190197,0.011521901970373342,0.302206478898,0.30220647889808644,20,empirical_schedule,30.932824539798904,0.19333015337374315,0.4396932491791785
H_swap_3_GHZ,GHZ,Derand,572,0.01152190197,0.011521901970373342,0.187275789496,0.18727578949630533,20,empirical_schedule,29.76062907149541,0.05202907180331365,0.22809882025848718
H_swap_3_GHZ,GHZ,Derand,1000,0.01152190197,0.011521901970373342,0.14244029902,0.14244029901978567,20,empirical_schedule,29.91610636560722,0.02991610636560722,0.1729627311463577
H_swap_3_GHZ,GHZ,Derand,2038,0.01152190197,0.011521901970373342,0.149736704241,0.1497367042411284,20,empirical_schedule,30.177918665416605,0.014807614654277039,0.1216865426178139
H_swap_3_GHZ,GHZ,Derand,7259,0.01152190197,0.011521901970373342,0.083342465237,0.08334246523730587,20,empirical_schedule,30.52008004277484,0.004204446899404165,0.06484170648127766
H_swap_3_GHZ,GHZ,OGM,12,0.01152190197,0.011521901970373342,0.738559444231,0.7385594442307534,20,empirical_schedule,8.173205400220459,0.6811004500183716,0.825288101221853
H_swap_3_GHZ,GHZ,OGM,45,0.01152190197,0.011521901970373342,0.556280299748,0.5562802997482796,20,empirical_schedule,26.878309187958955,0.5972957597324212,0.7728491183487377
H_swap_3_GHZ,GHZ,OGM,160,0.01152190197,0.011521901970373342,0.305781784343,0.3057817843426755,20,empirical_schedule,27.889468358266377,0.17430917723916486,0.41750350566092836
H_swap_3_GHZ,GHZ,OGM,572,0.01152190197,0.011521901970373342,0.225741817779,0.22574181777901678,20,empirical_schedule,28.23288103979028,0.04935818363599699,0.22216701743507516
H_swap_3_GHZ,GHZ,OGM,1000,0.01152190197,0.011521901970373342,0.169517438589,0.16951743858908716,20,empirical_schedule,28.179323172124473,0.028179323172124474,0.1678669805891691
H_swap_3_GHZ,GHZ,OGM,2038,0.01152190197,0.011521901970373342,0.141989149569,0.14198914956905948,20,empirical_schedule,28.178027595073058,0.013826313834677653,0.11758534702367321
H_swap_3_GHZ,GHZ,OGM,7259,0.01152190197,0.011521901970373342,0.113926328703,0.11392632870305852,20,empirical_schedule,28.166487087931753,0.0038802158820680195,0.06229137887435162
