case_name,state_label,method,shots,stored_exact,noisy_exact,stored_deviation,noisy_deviation,num_groups,variance_source,variance_single_shot,variance_T_shots,std_T_shots
rand_H_3_W,W,Compact,25848,0.020054477008,0.020054477007977797,0.000801657008,0.0008016570079161843,20,cutset_probability,0.022837238961263842,8.835205416768742e-07,0.0009399577339842862
H_4_GHZ,GHZ,Compact,12,-0.000276017661,-0.0002760176605207743,0.274843333243,0.2748433332429325,20,empirical_schedule,0.7232979284123964,0.0602748273676997,0.245509322364141
H_4_GHZ,GHZ,Compact,45,-0.000276017661,-0.0002760176605207743,0.135966032833,0.1359660328329081,20,empirical_schedule,0.7196300810754527,0.015991779579454503,0.12645860816668236
H_4_GHZ,GHZ,Compact,160,-0.000276017661,-0.0002760176605207743,0.070474590204,0.07047459020412442,20,empirical_schedule,0.7186738405807723,0.004491711503629827,0.06702023204697091
H_4_GHZ,GHZ,Compact,572,-0.000276017661,-0.0002760176605207743,0.038253438125,0.03825343812476811,20,empirical_schedule,0.7186829531783531,0.001256438729332785,0.03544627948505717
H_4_GHZ,GHZ,Compact,2038,-0.000276017661,-0.0002760176605207743,0.023238302073,0.02323830207297824,20,empirical_schedule,0.7186455794415554,0.00035262295360233335,0.018778257469806228
H_4_GHZ,GHZ,Compact,7259,-0.000276017661,-0.0002760176605207743,0.011242096724,0.011242096723959063,20,empirical_schedule,0.7186794883380937,9.900530215430413e-05,0.009950140810777712
H_4_GHZ,GHZ,Compact,25848,-0.000276017661,-0.0002760176605207743,0.007394798267,0.007394798267241289,20,empirical_schedule,0.71867180335868,2.7803768313164654e-05,0.005272927869141076
H_4_W,W,Compact,12,0.022133083054,0.022133083053806762,0.228191946543,0.2281919465434358,20,empirical_schedule,0.6096271634846172,0.0508022636237181,0.2253935749388569
H_4_W,W,Compact,45,0.022133083054,0.022133083053806762,0.117938054454,0.11793805445450728,20,empirical_schedule,0.5954578629036679,0.013232396953414842,0.11503215617128475
H_4_W,W,Compact,160,0.022133083054,0.022133083053806762,0.049758402876,0.049758402875538774,20,empirical_schedule,0.5952009060038265,0.0037200056625239153,0.060991849148258455
H_4_W,W,Compact,572,0.022133083054,0.022133083053806762,0.035983762447,0.035983762447023,20,empirical_schedule,0.5953755390731902,0.0010408663270510318,0.032262460027887394
H_4_W,W,Compact,2038,0.022133083054,0.022133083053806762,0.016930199464,0.016930199464080118,20,empirical_schedule,0.5953902007646426,0.00029214435758814647,0.0170922309131414
H_4_W,W,Compact,7259,0.022133083054,0.022133083053806762,0.009826304144,0.009826304144140296,20,empirical_schedule,0.5953350491778654,8.201336949688185e-05,0.009056123315021822
H_4_W,W,Compact,25848,0.022133083054,0.022133083053806762,0.009864765583,0.009864765583334753,20,empirical_schedule,0.5953517969098371,2.30327993233456e-05,0.004799249870901243
H_swap_3_GHZ,GHZ,Compact,12,0.017689485549,0.01768948554857213,0.510352576574,0.5103525765739763,20,empirical_schedule,3.272134167531395,0.2726778472942829,0.5221856444735751
H_swap_3_GHZ,GHZ,Compact,45,0.017689485549,0.01768948554857213,0.301990527281,0.3019905272809935,20,empirical_schedule,8.800619979522121,0.19556933287826936,0.4422322160113048
H_swap_3_GHZ,GHZ,Compact,160,0.017689485549,0.01768948554857213,0.17517168407,0.175171684069488,20,empirical_schedule,10.778404183271215,0.0673650261454451,0.25954773384763946
H_swap_3_GHZ,GHZ,Compact,572,0.017689485549,0.01768948554857213,0.116750655042,0.116750655042236,20,empirical_schedule,10.644457226535646,0.0186091909554819,0.13641550848595588
H_swap_3_GHZ,GHZ,Compact,1000,0.017689485549,0.01768948554857213,0.087962507541,0.08796250754108147,20,empirical_schedule,10.622143679532295,0.010622143679532296,0.10306378451974435
H_swap_3_GHZ,GHZ,Compact,2038,0.017689485549,0.01768948554857213,0.071503375497,0.07150337549683886,20,empirical_schedule,10.620277621534004,0.005211127390350346,0.07218813884808463
H_swap_3_GHZ,GHZ,Compact,7259,0.017689485549,0.01768948554857213,0.056873498286,0.05687349828609331,20,empirical_schedule,10.618238065993266,0.001462768710014226,0.038246159415217446
H_swap_3_W,W,Compact,12,0.068025145714,0.06802514571407982,0.623201811765,0.6232018117646421,13,empirical_schedule,3.196002055165196,0.26633350459709965,0.516075095889251
H_swap_3_W,W,Compact,45,0.068025145714,0.06802514571407982,0.407202369776,0.40720236977609964,20,empirical_schedule,11.481461353263782,0.25514358562808404,0.5051173978671533
H_swap_3_W,W,Compact,160,0.068025145714,0.06802514571407982,0.2865687059,0.2865687058998508,20,empirical_schedule,13.061223275243865,0.08163264547027416,0.2857142724301223
H_swap_3_W,W,Compact,572,0.068025145714,0.06802514571407982,0.180506612172,0.18050661217212222,20,empirical_schedule,12.829620761681342,0.022429406926016332,0.1497645048935706
H_swap_3_W,W,Compact,1000,0.068025145714,0.06802514571407982,0.147529562461,0.14752956246058846,20,empirical_schedule,12.822366080394474,0.012822366080394474,0.11323588689278004
H_swap_3_W,W,Compact,2038,0.068025145714,0.06802514571407982,0.124534710299,0.1245347102991245,20,empirical_schedule,12.805670582035939,0.006283449745846879,0.07926821396907388
H_swap_3_W,W,Compact,7259,0.068025145714,0.06802514571407982,0.117668082807,0.11766808280703718,20,empirical_schedule,12.808307674317373,0.001764472747529601,0.042005627569762616
